mut;environment;gen;mean;max
0,9;1;58;38,13620091;68,16031962
0,9;1;59;56,00226002;73,47211653
0,9;1;60;62,43064989;74,44014972
0,9;1;61;52,14165665;73,524587
0,9;1;62;46,67841151;69,03475376
0,9;1;63;46,33475028;71,2761539
0,9;1;64;52,1607068;75,24541004
0,9;1;65;49,98224547;74,32653992
0,9;1;66;50,12835958;74,30906258
0,9;1;67;48,12303597;75,16586194
0,9;1;68;44,61815698;73,41668093
0,9;1;69;51,51050934;77,26964
0,9;1;70;40,20305663;67,14606717
0,9;1;71;54,13062227;71,00239419
0,9;1;72;48,63399789;78,03340769
0,9;1;73;45,81887411;70,80394379
0,9;1;74;43,53877207;71,64036048
0,9;1;75;50,62271612;76,23111866
0,9;1;76;46,98480977;74,34296258
0,9;1;77;45,44643868;73,47258782
0,9;1;78;57,11846306;75,19692141
0,9;1;79;52,91300211;75,25545168
0,9;2;0;4,485208451;8,399292238
0,9;2;1;5,482832941;10,6703687
0,9;2;2;5,480565351;8,352627838
0,9;2;3;5,673152785;9,237804637
0,9;2;4;7,906855747;13,86590276
0,9;2;5;9,784647115;16,77755365
0,9;2;6;10,34526786;21,03581684
0,9;2;7;11,27081611;24,42278329
0,9;2;8;13,43314346;28,96756155
0,9;2;9;12,5863151;24,77555753
0,9;2;10;13,22615117;25,7264015
0,9;2;11;10,68673867;19,0754152
0,9;2;12;13,10811949;27,8127234
0,9;2;13;17,39750752;27,59689734
0,9;2;14;13,13784143;25,78169332
0,9;2;15;14,56513981;31,77650093
0,9;2;16;13,22656162;24,4790077
0,9;2;17;12,70580936;24,95363687
0,9;2;18;17,84778986;30,89354529
0,9;2;19;21,31328073;40,12497907
0,9;2;20;17,90143243;33,69641527
0,9;2;21;14,6754574;34,13121715
0,9;2;22;13,36203821;21,35979529
0,9;2;23;12,26293095;21,42919729
0,9;2;24;14,56555097;26,36990699
0,9;2;25;18,8865619;28,69487175
0,9;2;26;18,78756576;36,32643809
0,9;2;27;17,99597815;28,90530417
0,9;2;28;19,26833651;30,17285876
0,9;2;29;14,2902081;25,32566391
0,9;2;30;14,11283028;33,4090103
0,9;2;31;19,06513144;38,06398382
0,9;2;32;16,9962601;33,67343893
0,9;2;33;15,15137791;29,17951967
0,9;2;34;16,87498297;30,63175481
0,9;2;35;19,36959795;33,65027021
0,9;2;36;21,14098581;34,82933794
0,9;2;37;17,05286134;28,97676666
0,9;2;38;18,31080543;36,76871473
0,9;2;39;13,81645295;26,02785525
0,9;2;40;13,56329455;24,70531535
0,9;2;41;12,91210575;22,93444517
0,9;2;42;14,69217706;22,96900618
0,9;2;43;16,94455804;28,4637168
0,9;2;44;16,74891966;28,86968209
0,9;2;45;18,47547566;28,89963832
0,9;2;46;15,32914788;29,2869914
0,9;2;47;19,73424111;31,89044777
0,9;2;48;18,6984428;30,91388595
0,9;2;49;20,49564744;32,01164438
0,9;2;50;22,63442948;31,94589031
0,9;2;51;22,52580479;36,83236225
0,9;2;52;22,29930587;36,46049535
0,9;2;53;23,93965008;36,71138314
0,9;2;54;21,21144981;37,80289777
0,9;2;55;19,77567739;35,25129597
0,9;2;56;21,19959438;38,90930766
0,9;2;57;19,63876785;36,2262529
0,9;2;58;19,79937035;34,2321677
0,9;2;59;19,64414666;38,88358069
0,9;2;60;23,2071963;40,26610016
0,9;2;61;23,8845845;42,86388014
0,9;2;62;25,10853044;39,743478
0,9;2;63;23,83290266;41,67424958
0,9;2;64;21,76510199;40,37134801
0,9;2;65;17,716137;29,66021411
0,9;2;66;16,0096914;35,395934
0,9;2;67;18,4449348;34,81297176
0,9;2;68;20,09622441;35,93459068
0,9;2;69;21,08457643;33,46570837
0,9;2;70;18,77735904;33,21282684
0,9;2;71;21,61109552;36,78885167
0,9;2;72;22,59682979;37,26530329
0,9;2;73;19,83674771;34,92432007
0,9;2;74;20,91188057;35,56079714
0,9;2;75;20,55429919;34,31389242
0,9;2;76;20,45155282;35,65440038
0,9;2;77;20,44358062;37,6406178
0,9;2;78;20,82525398;33,64867784
0,9;2;79;21,00000135;36,17121126
