,Enemy training group,Algorithm,Run,Repetition,Enemy,Energy enemy,Enegy player
1306,2,PSO,3,2,6,70.0,0
1307,2,PSO,3,3,6,70.0,0
1308,2,PSO,3,4,6,70.0,0
1309,2,PSO,3,5,6,70.0,0
1310,2,PSO,3,1,7,40.0,0
1311,2,PSO,3,2,7,40.0,0
1312,2,PSO,3,3,7,40.0,0
1313,2,PSO,3,4,7,40.0,0
1314,2,PSO,3,5,7,40.0,0
1315,2,PSO,3,1,8,80.0,0
1316,2,PSO,3,2,8,80.0,0
1317,2,PSO,3,3,8,80.0,0
1318,2,PSO,3,4,8,80.0,0
1319,2,PSO,3,5,8,80.0,0
1320,2,PSO,4,1,1,90.0,0
1321,2,PSO,4,2,1,90.0,0
1322,2,PSO,4,3,1,90.0,0
1323,2,PSO,4,4,1,90.0,0
1324,2,PSO,4,5,1,90.0,0
1325,2,PSO,4,1,2,60.0,0
1326,2,PSO,4,2,2,60.0,0
1327,2,PSO,4,3,2,60.0,0
1328,2,PSO,4,4,2,60.0,0
1329,2,PSO,4,5,2,60.0,0
1330,2,PSO,4,1,3,70.0,0
1331,2,PSO,4,2,3,70.0,0
1332,2,PSO,4,3,3,70.0,0
1333,2,PSO,4,4,3,70.0,0
1334,2,PSO,4,5,3,70.0,0
1335,2,PSO,4,1,4,70.0,0
1336,2,PSO,4,2,4,70.0,0
1337,2,PSO,4,3,4,70.0,0
1338,2,PSO,4,4,4,70.0,0
1339,2,PSO,4,5,4,70.0,0
1340,2,PSO,4,1,5,0,41.80000000000029
1341,2,PSO,4,2,5,0,40.000000000000284
1342,2,PSO,4,3,5,0,24.400000000000247
1343,2,PSO,4,4,5,0,23.800000000000246
1344,2,PSO,4,5,5,0,38.20000000000028
1345,2,PSO,4,1,6,80.0,0
1346,2,PSO,4,2,6,80.0,0
1347,2,PSO,4,3,6,80.0,0
1348,2,PSO,4,4,6,80.0,0
1349,2,PSO,4,5,6,80.0,0
1350,2,PSO,4,1,7,30.0,0
1351,2,PSO,4,2,7,30.0,0
1352,2,PSO,4,3,7,30.0,0
1353,2,PSO,4,4,7,30.0,0
1354,2,PSO,4,5,7,30.0,0
1355,2,PSO,4,1,8,90.0,0
1356,2,PSO,4,2,8,90.0,0
1357,2,PSO,4,3,8,90.0,0
1358,2,PSO,4,4,8,90.0,0
1359,2,PSO,4,5,8,90.0,0
1360,2,PSO,5,1,1,60.0,0
1361,2,PSO,5,2,1,60.0,0
1362,2,PSO,5,3,1,60.0,0
1363,2,PSO,5,4,1,60.0,0
1364,2,PSO,5,5,1,60.0,0
1365,2,PSO,5,1,2,0,74
1366,2,PSO,5,2,2,0,74
1367,2,PSO,5,3,2,0,74
1368,2,PSO,5,4,2,0,74
1369,2,PSO,5,5,2,0,74
1370,2,PSO,5,1,3,70.0,0
1371,2,PSO,5,2,3,70.0,0
1372,2,PSO,5,3,3,70.0,0
1373,2,PSO,5,4,3,70.0,0
1374,2,PSO,5,5,3,70.0,0
1375,2,PSO,5,1,4,70.0,0
1376,2,PSO,5,2,4,70.0,0
1377,2,PSO,5,3,4,70.0,0
1378,2,PSO,5,4,4,70.0,0
1379,2,PSO,5,5,4,70.0,0
1380,2,PSO,5,1,5,0,53.80000000000032
1381,2,PSO,5,2,5,0,56.20000000000032
1382,2,PSO,5,3,5,0,58.00000000000033
1383,2,PSO,5,4,5,0,55.60000000000032
1384,2,PSO,5,5,5,0,61.600000000000335
1385,2,PSO,5,1,6,80.0,0
1386,2,PSO,5,2,6,80.0,0
1387,2,PSO,5,3,6,80.0,0
1388,2,PSO,5,4,6,80.0,0
1389,2,PSO,5,5,6,80.0,0
1390,2,PSO,5,1,7,20.0,0
1391,2,PSO,5,2,7,20.0,0
1392,2,PSO,5,3,7,20.0,0
1393,2,PSO,5,4,7,20.0,0
1394,2,PSO,5,5,7,20.0,0
1395,2,PSO,5,1,8,90.0,0
1396,2,PSO,5,2,8,90.0,0
1397,2,PSO,5,3,8,90.0,0
1398,2,PSO,5,4,8,90.0,0
1399,2,PSO,5,5,8,90.0,0
1400,2,PSO,6,1,1,100,0
1401,2,PSO,6,2,1,100,0
1402,2,PSO,6,3,1,100,0
1403,2,PSO,6,4,1,100,0
1404,2,PSO,6,5,1,100,0
1405,2,PSO,6,1,2,0,52
1406,2,PSO,6,2,2,0,52
1407,2,PSO,6,3,2,0,52
1408,2,PSO,6,4,2,0,52
1409,2,PSO,6,5,2,0,52
1410,2,PSO,6,1,3,70.0,0
1411,2,PSO,6,2,3,70.0,0
1412,2,PSO,6,3,3,70.0,0
1413,2,PSO,6,4,3,70.0,0
1414,2,PSO,6,5,3,70.0,0
1415,2,PSO,6,1,4,70.0,0
1416,2,PSO,6,2,4,70.0,0
1417,2,PSO,6,3,4,70.0,0
1418,2,PSO,6,4,4,70.0,0
1419,2,PSO,6,5,4,70.0,0
1420,2,PSO,6,1,5,0,5.800000000000233
1421,2,PSO,6,2,5,0,33.40000000000027
1422,2,PSO,6,3,5,40.0,0
1423,2,PSO,6,4,5,0,25.00000000000025
1424,2,PSO,6,5,5,20.0,0
1425,2,PSO,6,1,6,70.0,0
1426,2,PSO,6,2,6,70.0,0
1427,2,PSO,6,3,6,70.0,0
1428,2,PSO,6,4,6,70.0,0
1429,2,PSO,6,5,6,70.0,0
1430,2,PSO,6,1,7,0,3.4000000000002344
1431,2,PSO,6,2,7,0,3.4000000000002344
1432,2,PSO,6,3,7,0,3.4000000000002344
1433,2,PSO,6,4,7,0,3.4000000000002344
1434,2,PSO,6,5,7,0,3.4000000000002344
1435,2,PSO,6,1,8,0,21.40000000000024
1436,2,PSO,6,2,8,0,21.40000000000024
1437,2,PSO,6,3,8,0,21.40000000000024
1438,2,PSO,6,4,8,0,21.40000000000024
1439,2,PSO,6,5,8,0,21.40000000000024
1440,2,PSO,7,1,1,70.0,0
1441,2,PSO,7,2,1,70.0,0
1442,2,PSO,7,3,1,70.0,0
1443,2,PSO,7,4,1,70.0,0
1444,2,PSO,7,5,1,70.0,0
1445,2,PSO,7,1,2,0,74
1446,2,PSO,7,2,2,0,74
1447,2,PSO,7,3,2,0,74
1448,2,PSO,7,4,2,0,74
1449,2,PSO,7,5,2,0,74
1450,2,PSO,7,1,3,70.0,0
1451,2,PSO,7,2,3,70.0,0
1452,2,PSO,7,3,3,70.0,0
1453,2,PSO,7,4,3,70.0,0
1454,2,PSO,7,5,3,70.0,0
1455,2,PSO,7,1,4,70.0,0
1456,2,PSO,7,2,4,70.0,0
1457,2,PSO,7,3,4,70.0,0
1458,2,PSO,7,4,4,70.0,0
1459,2,PSO,7,5,4,70.0,0
1460,2,PSO,7,1,5,0,55.00000000000032
1461,2,PSO,7,2,5,0,55.00000000000032
1462,2,PSO,7,3,5,0,55.60000000000032
1463,2,PSO,7,4,5,0,55.00000000000032
1464,2,PSO,7,5,5,0,58.00000000000033
1465,2,PSO,7,1,6,40.0,0
1466,2,PSO,7,2,6,40.0,0
1467,2,PSO,7,3,6,40.0,0
1468,2,PSO,7,4,6,40.0,0
1469,2,PSO,7,5,6,40.0,0
1470,2,PSO,7,1,7,20.0,0
1471,2,PSO,7,2,7,20.0,0
1472,2,PSO,7,3,7,20.0,0
1473,2,PSO,7,4,7,20.0,0
1474,2,PSO,7,5,7,20.0,0
1475,2,PSO,7,1,8,30.0,0
1476,2,PSO,7,2,8,30.0,0
1477,2,PSO,7,3,8,30.0,0
1478,2,PSO,7,4,8,30.0,0
1479,2,PSO,7,5,8,30.0,0
1480,2,PSO,8,1,1,90.0,0
1481,2,PSO,8,2,1,90.0,0
1482,2,PSO,8,3,1,90.0,0
1483,2,PSO,8,4,1,90.0,0
1484,2,PSO,8,5,1,90.0,0
1485,2,PSO,8,1,2,60.0,0
1486,2,PSO,8,2,2,60.0,0
1487,2,PSO,8,3,2,60.0,0
1488,2,PSO,8,4,2,60.0,0
1489,2,PSO,8,5,2,60.0,0
1490,2,PSO,8,1,3,100,0
1491,2,PSO,8,2,3,100,0
1492,2,PSO,8,3,3,100,0
1493,2,PSO,8,4,3,100,0
1494,2,PSO,8,5,3,100,0
1495,2,PSO,8,1,4,70.0,0
1496,2,PSO,8,2,4,70.0,0
1497,2,PSO,8,3,4,70.0,0
1498,2,PSO,8,4,4,70.0,0
1499,2,PSO,8,5,4,70.0,0
1500,2,PSO,8,1,5,0,27.400000000000254
1501,2,PSO,8,2,5,60.0,0
1502,2,PSO,8,3,5,0,29.80000000000026
1503,2,PSO,8,4,5,60.0,0
1504,2,PSO,8,5,5,0,32.80000000000027
1505,2,PSO,8,1,6,80.0,0
1506,2,PSO,8,2,6,80.0,0
1507,2,PSO,8,3,6,80.0,0
1508,2,PSO,8,4,6,80.0,0
1509,2,PSO,8,5,6,80.0,0
1510,2,PSO,8,1,7,30.0,0
1511,2,PSO,8,2,7,30.0,0
1512,2,PSO,8,3,7,30.0,0
1513,2,PSO,8,4,7,30.0,0
1514,2,PSO,8,5,7,30.0,0
1515,2,PSO,8,1,8,90.0,0
1516,2,PSO,8,2,8,90.0,0
1517,2,PSO,8,3,8,90.0,0
1518,2,PSO,8,4,8,90.0,0
1519,2,PSO,8,5,8,90.0,0
1520,2,PSO,9,1,1,70.0,0
1521,2,PSO,9,2,1,70.0,0
1522,2,PSO,9,3,1,70.0,0
1523,2,PSO,9,4,1,70.0,0
1524,2,PSO,9,5,1,70.0,0
1525,2,PSO,9,1,2,0,74
1526,2,PSO,9,2,2,0,74
1527,2,PSO,9,3,2,0,74
1528,2,PSO,9,4,2,0,74
1529,2,PSO,9,5,2,0,74
1530,2,PSO,9,1,3,70.0,0
1531,2,PSO,9,2,3,70.0,0
1532,2,PSO,9,3,3,70.0,0
1533,2,PSO,9,4,3,70.0,0
1534,2,PSO,9,5,3,70.0,0
1535,2,PSO,9,1,4,70.0,0
1536,2,PSO,9,2,4,70.0,0
1537,2,PSO,9,3,4,70.0,0
1538,2,PSO,9,4,4,70.0,0
1539,2,PSO,9,5,4,70.0,0
1540,2,PSO,9,1,5,0,55.00000000000032
1541,2,PSO,9,2,5,0,54.40000000000032
1542,2,PSO,9,3,5,0,58.00000000000033
1543,2,PSO,9,4,5,0,59.80000000000033
1544,2,PSO,9,5,5,0,56.800000000000324
1545,2,PSO,9,1,6,80.0,0
1546,2,PSO,9,2,6,80.0,0
1547,2,PSO,9,3,6,80.0,0
1548,2,PSO,9,4,6,80.0,0
1549,2,PSO,9,5,6,80.0,0
1550,2,PSO,9,1,7,20.0,0
1551,2,PSO,9,2,7,20.0,0
1552,2,PSO,9,3,7,20.0,0
1553,2,PSO,9,4,7,20.0,0
1554,2,PSO,9,5,7,20.0,0
1555,2,PSO,9,1,8,30.0,0
1556,2,PSO,9,2,8,30.0,0
1557,2,PSO,9,3,8,30.0,0
1558,2,PSO,9,4,8,30.0,0
1559,2,PSO,9,5,8,30.0,0
1560,2,PSO,10,1,1,100,0
1561,2,PSO,10,2,1,100,0
1562,2,PSO,10,3,1,100,0
1563,2,PSO,10,4,1,100,0
1564,2,PSO,10,5,1,100,0
1565,2,PSO,10,1,2,20.0,0
1566,2,PSO,10,2,2,20.0,0
1567,2,PSO,10,3,2,20.0,0
1568,2,PSO,10,4,2,20.0,0
1569,2,PSO,10,5,2,20.0,0
1570,2,PSO,10,1,3,60.0,0
1571,2,PSO,10,2,3,60.0,0
1572,2,PSO,10,3,3,60.0,0
1573,2,PSO,10,4,3,60.0,0
1574,2,PSO,10,5,3,60.0,0
1575,2,PSO,10,1,4,70.0,0
1576,2,PSO,10,2,4,70.0,0
1577,2,PSO,10,3,4,70.0,0
1578,2,PSO,10,4,4,70.0,0
1579,2,PSO,10,5,4,70.0,0
1580,2,PSO,10,1,5,70.0,0
1581,2,PSO,10,2,5,50.0,0
1582,2,PSO,10,3,5,60.0,0
1583,2,PSO,10,4,5,60.0,0
1584,2,PSO,10,5,5,60.0,0
1585,2,PSO,10,1,6,60.0,0
1586,2,PSO,10,2,6,60.0,0
1587,2,PSO,10,3,6,60.0,0
1588,2,PSO,10,4,6,60.0,0
1589,2,PSO,10,5,6,60.0,0
1590,2,PSO,10,1,7,100,0
1591,2,PSO,10,2,7,100,0
1592,2,PSO,10,3,7,100,0
1593,2,PSO,10,4,7,100,0
1594,2,PSO,10,5,7,100,0
1595,2,PSO,10,1,8,10.0,0
1596,2,PSO,10,2,8,10.0,0
1597,2,PSO,10,3,8,10.0,0
1598,2,PSO,10,4,8,10.0,0
1599,2,PSO,10,5,8,10.0,0
